SlideName	ScanName	ROILabel	SegmentLabel	SegmentDisplayName	Sample_ID	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	TrimmedReads	StitchedReads	AlignedReads	DeduplicatedReads	SequencingSaturation	UMIQ30	RTSQ30	disease_status	pathology	region	LOQ	NormalizationFactor	RoiReportX	RoiReportY
normal3	normal3_scan	30	Geometric Segment	normal3_scan | 030 | Geometric Segment	DSP-1001250007864-D-D01	27445.11822	130	7563	-42252	3731620	3702355	3673311	3527808	248300	93.34605346	0.9945	0.9937	normal	healthy	glomerulus	15.76141212	1.149133965	1522	-10527
normal3	normal3_scan	31	Geometric Segment	normal3_scan | 031 | Geometric Segment	DSP-1001250007864-D-D02	49933.54768	255	4580	-39198	6197576	6148931	6094986	5847261	441669	92.87352023	0.9948	0.9941	normal	healthy	glomerulus	21.9105181	0.662961903	777	-9766
normal3	normal3_scan	32	Geometric Segment	normal3_scan | 032 | Geometric Segment	DSP-1001250007864-D-D03	41998.39152	223	5097	-37322	5388890	5351199	5310843	5092183	350744	93.4913498	0.9948	0.9941	normal	healthy	glomerulus	21.01000393	0.820809975	906	-9290
normal3	normal3_scan	33	Geometric Segment	normal3_scan | 033 | Geometric Segment	DSP-1001250007864-D-D04	31837.77667	164	9386	-36076	2841620	2815429	2790047	2675941	231238	91.86245874	0.9939	0.9932	normal	healthy	glomerulus	15.81781862	1.231214962	1979	-8985
normal3	normal3_scan	34	Geometric Segment	normal3_scan | 034 | Geometric Segment	DSP-1001250007864-D-D05	20978.53886	100	5394	-40134	2263322	2233114	2209935	2120052	190504	91.58299173	0.9924	0.9909	normal	healthy	glomerulus	17.1496075	1.436417456	981	-10003
normal3	normal3_scan	35	Geometric Segment	normal3_scan | 035 | Geometric Segment	DSP-1001250007864-D-D06	25290.50627	127	9263	-31932	3249115	3220570	3192661	3056790	248664	92.34671595	0.9942	0.9935	normal	healthy	glomerulus	15.27429529	1.149133965	1946	-7951
normal3	normal3_scan	36	Geometric Segment	normal3_scan | 036 | Geometric Segment	DSP-1001250007864-D-D07	25689.60411	132	6596	-32735	3228035	3198747	3172733	3037700	225112	93.02634575	0.9939	0.9932	normal	healthy	glomerulus	15.31730411	1.231214962	1281	-8149
normal3	normal3_scan	37	Geometric Segment	normal3_scan | 037 | Geometric Segment	DSP-1001250007864-D-D08	34535.60066	181	9531	-28420	5210416	5161721	5113847	4881977	389477	92.52503063	0.994	0.9933	normal	healthy	glomerulus	20.00233938	0.749435194	2016	-7064
normal3	normal3_scan	38	Geometric Segment	normal3_scan | 038 | Geometric Segment	DSP-1001250007864-D-D09	24650.30361	128	3643	-25213	3869721	3835084	3801687	3646708	275062	92.89194234	0.9939	0.9932	normal	healthy	glomerulus	15.48135661	1.077313092	546	-6270
normal3	normal3_scan	39	Geometric Segment	normal3_scan | 039 | Geometric Segment	DSP-1001250007864-D-D10	18153.22303	83	4518	-27724	2694606	2673795	2653072	2539445	187903	93.02669852	0.9945	0.9937	normal	healthy	glomerulus	13.69818418	1.436417456	761	-6895
normal3	normal3_scan	40	Geometric Segment	normal3_scan | 040 | Geometric Segment	DSP-1001250007864-D-D11	20003.46841	100	5053	-33671	2169174	2150099	2130766	2036028	150244	93.07367689	0.9941	0.9934	normal	healthy	glomerulus	10.03756511	1.915223274	899	-8385
normal3	normal3_scan	41	Geometric Segment	normal3_scan | 041 | Geometric Segment	DSP-1001250007864-D-D12	30229.28162	142	23322	-27308	2573933	2550994	2532564	2428699	253115	90.16621645	0.9939	0.9933	normal	healthy	glomerulus	13.95940542	1.149133965	5465	-6793
normal3	normal3_scan	42	Geometric Segment	normal3_scan | 042 | Geometric Segment	DSP-1001250007864-D-E01	36097.13353	185	13050	-44688	4101266	4069525	4037299	3867124	311627	92.40168767	0.9947	0.994	normal	healthy	glomerulus	19.88541422	0.957611637	2893	-11142
normal3	normal3_scan	43	Geometric Segment	normal3_scan | 043 | Geometric Segment	DSP-1001250007864-D-E02	22703.06761	110	14276	-41235	2280071	2259721	2242155	2153071	188025	91.75354627	0.9941	0.9934	normal	healthy	glomerulus	13.34449371	1.436417456	3204	-10276
normal3	normal3_scan	44	Geometric Segment	normal3_scan | 044 | Geometric Segment	DSP-1001250007864-D-E03	30029.652	134	16222	-42524	2471902	2451010	2431557	2332324	221699	91.03123829	0.9941	0.9934	normal	healthy	glomerulus	13.86806737	1.231214962	3686	-10592
normal3	normal3_scan	45	Geometric Segment	normal3_scan | 045 | Geometric Segment	DSP-1001250007864-D-E04	12920.73232	65	9539	-30246	1517107	1505610	1494719	1426423	136671	90.99134076	0.9946	0.9939	normal	healthy	glomerulus	10.48135707	1.915223274	2019	-7531
normal3	normal3_scan	46	Geometric Segment	normal3_scan | 046 | Geometric Segment	DSP-1001250007864-D-E05	17744.60364	91	3560	-31831	1551478	1539659	1527825	1465688	170353	89.01995388	0.9946	0.9939	normal	healthy	glomerulus	12.7397651	1.723700947	523	-7926
normal3	normal3_scan	47	Geometric Segment	normal3_scan | 047 | Geometric Segment	DSP-1001250007864-D-E06	38272.72515	163	14102	-30847	4749215	4710174	4673972	4475932	395802	91.665949	0.9941	0.9934	normal	healthy	glomerulus	20.74668867	0.749435194	3160	-7680
normal3	normal3_scan	48	Geometric Segment	normal3_scan | 048 | Geometric Segment	DSP-1001250007864-D-E07	34006.59025	187	14874	-30848	4186131	4154397	4121323	3947680	344632	91.76729061	0.9948	0.9941	normal	abnormal	glomerulus	16.66678032	0.820809975	3352	-7677
normal3	normal3_scan	49	Geometric Segment	normal3_scan | 049 | Geometric Segment	DSP-1001250007864-D-E08	28535.89961	166	17730	-28159	3990878	3961803	3931534	3767879	309531	92.24403753	0.9948	0.994	normal	abnormal	glomerulus	17.50212247	0.907211025	4061	-7004
normal3	normal3_scan	50	Geometric Segment	normal3_scan | 050 | Geometric Segment	DSP-1001250007864-D-E09	23919.727	113	27779	-17171	2739262	2715351	2693551	2587246	226011	91.74920106	0.9941	0.9933	normal	healthy	glomerulus	14.0886247	1.231214962	6577	-4255
normal3	normal3_scan	51	Geometric Segment	normal3_scan | 051 | Geometric Segment	DSP-1001250007864-D-E10	22439.69208	102	29086	-7256	2469185	2448375	2427614	2332333	213441	91.35581174	0.9942	0.9935	normal	healthy	glomerulus	13.2637695	1.325923805	6905	-1782
normal3	normal3_scan	52	Geometric Segment	normal3_scan | 052 | Geometric Segment	DSP-1001250007864-D-E11	20066.08466	108	29158	-10334	1998257	1979844	1962285	1884985	164431	91.77127867	0.9938	0.9928	normal	healthy	glomerulus	9.558360488	1.723700947	6822	-2549
normal3	normal3_scan	53	Geometric Segment	normal3_scan | 053 | Geometric Segment	DSP-1001250007864-D-E12	23067.79108	104	23829	-6974	2253194	2235114	2213155	2122825	203898	90.95071263	0.9945	0.9938	normal	healthy	glomerulus	13.58681296	1.325923805	5589	-1705
normal3	normal3_scan	54	Geometric Segment	normal3_scan | 054 | Geometric Segment	DSP-1001250007864-D-F01	33416.57742	162	18051	-36767	5029999	4994725	4958856	4755604	331347	93.41258318	0.9947	0.994	normal	healthy	glomerulus	19.06703919	0.861850473	4145	-9163
normal4	normal4_scan	1	PanCK	normal4_scan | 001 | PanCK	DSP-1001250007864-D-F02	16012.16717	93	22582	-39093	6251698	6205656	6157024	5867329	417352	93.32418169	0.995	0.9943	normal		tubule	19.36477906	0.718208728	3950	-8795
normal4	normal4_scan	1	neg	normal4_scan | 001 | neg	DSP-1001250007864-D-F03	127197.9551	480	22582	-39093	19813329	19625823	19467559	18178417	1935040	90.23364524	0.994	0.9932	normal		tubule	78.44981044	0.162613297	3950	-8795
normal4	normal4_scan	2	PanCK	normal4_scan | 002 | PanCK	DSP-1001250007864-D-F04	24168.73953	187	19645	-36140	9101485	8965290	8883856	8491734	855893	90.59611701	0.9914	0.9904	normal		tubule	29.67979675	0.366744882	3198	-8071
normal4	normal4_scan	2	neg	normal4_scan | 002 | neg	DSP-1001250007864-D-F05	71727.7115	335	19645	-36140	8380653	8305957	8248127	7715172	704780	91.59039278	0.994	0.9933	normal		tubule	34.5764225	0.441974602	3198	-8071
normal4	normal4_scan	3	PanCK	normal4_scan | 003 | PanCK	DSP-1001250007864-D-F06	34576.91447	218	11637	-38508	7612577	7550753	7493903	7097388	502506	93.39900273	0.9944	0.9936	normal		tubule	20.02472082	0.594379637	1204	-8699
normal4	normal4_scan	3	neg	normal4_scan | 003 | neg	DSP-1001250007864-D-F07	91677.76245	329	11637	-38508	10865041	10766019	10684311	9802633	684410	93.7008061	0.994	0.9931	normal		tubule	33.43555322	0.453605512	1204	-8699
normal4	normal4_scan	4	PanCK	normal4_scan | 004 | PanCK	DSP-1001250007864-D-F08	29351.52456	213	35178	-30990	5904858	5855770	5807468	5510965	395800	93.29704457	0.9944	0.9937	normal		tubule	16.32204918	0.820809975	7099	-6776
normal4	normal4_scan	4	neg	normal4_scan | 004 | neg	DSP-1001250007864-D-F09	85295.10175	352	35178	-30990	11524627	11428134	11341633	10352570	739236	93.58559717	0.9947	0.994	normal		tubule	37.85988213	0.430925237	7099	-6776
normal4	normal4_scan	5	PanCK	normal4_scan | 005 | PanCK	DSP-1001250007864-D-F10	12287.30771	84	27892	-19058	5365533	5321402	5279107	5018627	428839	92.00752283	0.9944	0.9937	normal		tubule	19.45201558	0.718208728	5270	-3809
normal4	normal4_scan	5	neg	normal4_scan | 005 | neg	DSP-1001250007864-D-F11	90680.2599	423	27892	-19058	19040530	18894043	18758955	17432266	1321072	93.06178977	0.9946	0.9939	normal		tubule	55.37530843	0.239402909	5270	-3809
normal4	normal4_scan	6	PanCK	normal4_scan | 006 | PanCK	DSP-1001250007864-D-F12	19644.71608	114	28852	-33549	4372475	4323876	4277949	4063290	412062	90.57600101	0.9933	0.9926	normal		tubule	19.71538084	0.78350043	5517	-7424
normal4	normal4_scan	6	neg	normal4_scan | 006 | neg	DSP-1001250007864-D-G01	56847.47814	251	28852	-33549	6311752	6230813	6170679	5600541	742060	88.24320094	0.9929	0.9914	normal		tubule	39.07355236	0.430925237	5517	-7424
normal4	normal4_scan	7	Geometric Segment	normal4_scan | 007 | Geometric Segment	DSP-1001250007864-D-G02	11855.12654	88	21196	-19719	1937366	1922683	1908568	1825249	259515	86.60475099	0.9946	0.9938	normal	healthy	glomerulus	13.85561647	1.077313092	3599	-3973
normal4	normal4_scan	8	Geometric Segment	normal4_scan | 008 | Geometric Segment	DSP-1001250007864-D-G03	21459.78017	147	22585	-20187	2579043	2556055	2535977	2418360	460127	82.15900239	0.994	0.9933	normal	healthy	glomerulus	19.36868549	0.638407758	3946	-4083
normal4	normal4_scan	9	Geometric Segment	normal4_scan | 009 | Geometric Segment	DSP-1001250007864-D-G04	25527.25376	148	30392	-21435	3237930	3212771	3188544	3033837	421888	86.97044099	0.9945	0.9938	normal	healthy	glomerulus	20.30907658	0.689480379	5895	-4403
normal4	normal4_scan	10	Geometric Segment	normal4_scan | 010 | Geometric Segment	DSP-1001250007864-D-G05	25759.32117	156	23914	-14974	4281078	4237103	4205380	3998346	812921	81.01130136	0.9934	0.9925	normal	healthy	glomerulus	34.75739268	0.366744882	4267	-2788
normal4	normal4_scan	11	Geometric Segment	normal4_scan | 011 | Geometric Segment	DSP-1001250007864-D-G06	14595.23263	100	24764	-34531	1812591	1797785	1783912	1698497	236968	86.92655983	0.9943	0.9935	normal	healthy	glomerulus	14.89111812	1.231214962	4493	-7672
normal4	normal4_scan	12	Geometric Segment	normal4_scan | 012 | Geometric Segment	DSP-1001250007864-D-G07	18690.46393	116	23143	-19133	3217074	3192952	3168754	3011869	418963	86.97689267	0.9948	0.994	normal	healthy	glomerulus	21.71203975	0.689480379	4086	-3827
normal4	normal4_scan	13	Geometric Segment	normal4_scan | 013 | Geometric Segment	DSP-1001250007864-D-G08	21113.93841	136	18540	-17727	3316064	3288845	3264102	3121800	485250	85.36668774	0.9942	0.9935	normal	abnormal	glomerulus	21.01703237	0.615607481	2937	-3479
normal4	normal4_scan	14	Geometric Segment	normal4_scan | 014 | Geometric Segment	DSP-1001250007864-D-G09	18368.82947	96	15087	-16661	3278479	3254534	3229582	3091061	432129	86.81922318	0.9947	0.994	normal	abnormal	glomerulus	23.20524716	0.662961903	2071	-3211
normal4	normal4_scan	15	Geometric Segment	normal4_scan | 015 | Geometric Segment	DSP-1001250007864-D-G10	17547.8789	100	24763	-12850	2648949	2624889	2604737	2475717	341456	87.1097556	0.9939	0.9931	normal	abnormal	glomerulus	17.73139794	0.861850473	4489	-2255
normal4	normal4_scan	16	Geometric Segment	normal4_scan | 016 | Geometric Segment	DSP-1001250007864-D-G11	14923.9679	87	25368	-33873	1652642	1640213	1627575	1550159	232695	85.91981809	0.9946	0.9939	normal	abnormal	glomerulus	13.82017794	1.231214962	4645	-7507
normal4	normal4_scan	17	Geometric Segment	normal4_scan | 017 | Geometric Segment	DSP-1001250007864-D-G12	14750.3208	100	31130	-32056	780290	774451	768703	730074	127051	83.71746402	0.9946	0.9938	normal	abnormal	glomerulus	7.206564422	2.154626183	6082	-7055
disease3	disease3_scan	1	PanCK	disease3_scan | 001 | PanCK	DSP-1001250007864-D-H01	22152.10924	183	23572	-39228	7485137	7423555	7364647	6981003	729971	90.24772693	0.9944	0.9937	DKD		tubule	36.23893998	0.400860685	4236	-8628
disease3	disease3_scan	1	neg	disease3_scan | 001 | neg	DSP-1001250007864-D-H02	71817.92407	421	23572	-39228	11365209	11264938	11163492	10486650	1213754	89.32044277	0.9943	0.9935	DKD		tubule	62.92290087	0.246242992	4236	-8628
disease3	disease3_scan	2	PanCK	disease3_scan | 002 | PanCK	DSP-1001250007864-D-H03	37316.6978	323	22404	-47078	5764010	5716732	5675008	5412997	898058	84.41956208	0.9943	0.9936	DKD		tubule	42.64231724	0.325226594	3945	-10603
disease3	disease3_scan	2	neg	disease3_scan | 002 | neg	DSP-1001250007864-D-H04	102112.7268	565	22404	-47078	12870214	12767450	12672391	11929146	1471691	88.56513963	0.9945	0.9938	DKD		tubule	71.28489581	0.202788347	3945	-10603
disease3	disease3_scan	3	PanCK	disease3_scan | 003 | PanCK	DSP-1001250007864-D-H05	18398.68515	162	26308	-51612	3411689	3382824	3357777	3198844	486670	85.73521795	0.9943	0.9937	DKD		tubule	19.66864584	0.574566982	4910	-11731
disease3	disease3_scan	3	neg	disease3_scan | 003 | neg	DSP-1001250007864-D-H06	85148.24407	490	26308	-51612	9362879	9287046	9212501	8666469	900719	90.37989277	0.9945	0.9938	DKD		tubule	41.58222868	0.331480951	4910	-11731
disease3	disease3_scan	4	PanCK	disease3_scan | 004 | PanCK	DSP-1001250007864-D-H07	34778.48067	293	17325	-23304	13944956	13833308	13719967	12996696	1364891	90.21229612	0.9947	0.994	DKD		tubule	61.01221297	0.215462618	2671	-4634
disease3	disease3_scan	4	neg	disease3_scan | 004 | neg	DSP-1001250007864-D-H08	87237.4963	758	17325	-23304	12560668	12469636	12377552	11713515	1280058	89.80899742	0.9949	0.9942	DKD		tubule	58.66622855	0.23293256	2671	-4634
disease3	disease3_scan	5	PanCK	disease3_scan | 005 | PanCK	DSP-1001250007864-D-H09	23435.74219	201	19799	-24688	7081335	7023806	6969863	6624048	714769	89.90629592	0.9944	0.9937	DKD		tubule	30.2498288	0.400860685	3286	-5009
disease3	disease3_scan	5	neg	disease3_scan | 005 | neg	DSP-1001250007864-D-H10	78840.78742	714	19799	-24688	8937231	8854957	8773292	8321872	1055321	88.19185719	0.9944	0.9938	DKD		tubule	43.46058185	0.282573926	3286	-5009
disease3	disease3_scan	6	PanCK	disease3_scan | 006 | PanCK	DSP-1001250007864-D-H11	25414.44769	211	27423	-57217	2213184	2191539	2172585	2081611	277454	87.46358188	0.9937	0.9929	DKD		tubule	11.97267199	1.013941733	5192	-13090
disease3	disease3_scan	6	neg	disease3_scan | 006 | neg	DSP-1001250007864-D-H12	102140.6459	612	27423	-57217	3337838	3309630	3282938	3093639	404631	87.87745241	0.994	0.9933	DKD		tubule	19.1291427	0.689480379	5192	-13090
disease1B	disease1B_scan	15	Geometric Segment	disease1B_scan | 015 | Geometric Segment	DSP-1001250007868-B-A02	17343.44165	103	38233	-28514	2412414	2377865	2344570	2176893	41756	98.26911965	0.9886	0.9869	DKD	healthy	glomerulus	3.295911057	5.745669823	7840	-5912
disease1B	disease1B_scan	16	Geometric Segment	disease1B_scan | 016 | Geometric Segment	DSP-1001250007868-B-A03	27363.79128	196	28961	-21908	2485803	2444386	2409599	2277760	48682	98.04159863	0.9878	0.9859	DKD	healthy	glomerulus	3.797951792	5.745669823	5518	-4255
disease1B	disease1B_scan	17	Geometric Segment	disease1B_scan | 017 | Geometric Segment	DSP-1001250007868-B-A04	21838.17822	159	19238	-12682	2611327	2567277	2530225	2380468	44677	98.28910742	0.9875	0.9854	DKD	healthy	glomerulus	3.779318439	5.745669823	3087	-1947
disease1B	disease1B_scan	18	Geometric Segment	disease1B_scan | 018 | Geometric Segment	DSP-1001250007868-B-A05	29316.18948	224	33136	-22066	1761196	1729188	1702393	1610516	34355	98.04933693	0.9869	0.9849	DKD	healthy	glomerulus	2.784821371	5.745669823	6560	-4303
disease1B	disease1B_scan	19	Geometric Segment	disease1B_scan | 019 | Geometric Segment	DSP-1001250007868-B-A06	23376.81893	130	31143	-21434	1075280	1055546	1039862	987389	21249	98.02386355	0.9873	0.9855	DKD	abnormal	glomerulus	2.565715283	8.618504734	6064	-4144
disease1B	disease1B_scan	20	Geometric Segment	disease1B_scan | 020 | Geometric Segment	DSP-1001250007868-B-A07	34871.37949	185	28871	-20331	3596971	3532718	3480276	1969705	39143	98.91177883	0.987	0.985	DKD	abnormal	glomerulus	4.931996732	5.745669823	5496	-3866
disease1B	disease1B_scan	21	Geometric Segment	disease1B_scan | 021 | Geometric Segment	DSP-1001250007868-B-A08	29638.49826	167	28494	-20693	6624280	6501597	6392274	2316137	49662	99.25030343	0.9871	0.9852	DKD	abnormal	glomerulus	5.705255182	4.309252367	5403	-3958
disease1B	disease1B_scan	22	Geometric Segment	disease1B_scan | 022 | Geometric Segment	DSP-1001250007868-B-A09	24203.53455	145	32218	-31068	1274498	1246856	1225128	1160940	24887	98.04730961	0.9856	0.983	DKD	abnormal	glomerulus	2.364025538	8.618504734	6336	-6550
disease1B	disease1B_scan	23	Geometric Segment	disease1B_scan | 023 | Geometric Segment	DSP-1001250007868-B-A10	24850.0706	162	32556	-30116	1762715	1733661	1708493	1624815	30385	98.27623864	0.9879	0.9861	DKD	abnormal	glomerulus	2.820571066	8.618504734	6418	-6304
disease1B	disease1B_scan	24	Geometric Segment	disease1B_scan | 024 | Geometric Segment	DSP-1001250007868-B-A11	22985.60386	126	15685	-13025	811601	796263	784340	741467	19827	97.55705082	0.9872	0.9852	DKD	abnormal	glomerulus	2.288874996	8.618504734	2202	-2039
disease2B	disease2B_scan	6	PanCK	disease2B_scan | 006 | PanCK	DSP-1001250007868-B-C01	11634.6114	118	33047	-28488	4262545	4160072	4085803	3922861	84706	98.01278344	0.9844	0.9813	DKD		tubule	4.977680245	3.447401894	6538	-6375
disease2B	disease2B_scan	6	neg	disease2B_scan | 006 | neg	DSP-1001250007868-B-C02	74251.72446	269	33047	-28488	12986143	12575002	12268658	11789782	262426	97.97918443	0.983	0.9788	DKD		tubule	15.2488022	1.149133965	6538	-6375
disease2B	disease2B_scan	7	PanCK	disease2B_scan | 007 | PanCK	DSP-1001250007868-B-C03	17370.78034	133	35767	-29674	4316269	4241164	4183367	3991193	125101	97.10164033	0.9877	0.9861	DKD		tubule	8.611827305	2.154626183	7219	-6633
disease2B	disease2B_scan	7	neg	disease2B_scan | 007 | neg	DSP-1001250007868-B-C04	81639.24626	216	35767	-29674	11800240	11605913	11453046	10963200	267543	97.73273255	0.9879	0.9859	DKD		tubule	15.71394447	1.149133965	7219	-6633
disease2B	disease2B_scan	8	PanCK	disease2B_scan | 008 | PanCK	DSP-1001250007868-B-C05	10375.91249	78	30093	-30475	2950313	2894090	2847581	2719696	67724	97.70451474	0.9869	0.9852	DKD		tubule	3.778204047	4.309252367	5798	-6862
disease2B	disease2B_scan	8	neg	disease2B_scan | 008 | neg	DSP-1001250007868-B-C06	73735.64672	187	30093	-30475	19818750	19440505	19171764	18411502	435904	97.80054746	0.9866	0.9848	DKD		tubule	20.48338529	0.718208728	5798	-6862
disease2B	disease2B_scan	9	PanCK	disease2B_scan | 009 | PanCK	DSP-1001250007868-B-C07	6450.012535	38	27934	-38284	3396592	3342391	3298772	3161068	64244	98.10857471	0.9881	0.9864	DKD		tubule	4.04504843	4.309252367	5262	-8810
disease2B	disease2B_scan	9	neg	disease2B_scan | 009 | neg	DSP-1001250007868-B-C08	68227.61995	208	27934	-38284	19692313	19352971	19069231	18239133	389191	98.02363999	0.9879	0.986	DKD		tubule	22.55581741	0.78350043	5262	-8810
disease2B	disease2B_scan	10	PanCK	disease2B_scan | 010 | PanCK	DSP-1001250007868-B-C09	12227.74908	110	24212	-41699	8580871	8454122	8351594	7995200	149651	98.25599289	0.9885	0.9869	DKD		tubule	9.01771719	1.915223274	4332	-9688
disease2B	disease2B_scan	10	neg	disease2B_scan | 010 | neg	DSP-1001250007868-B-C10	78998.7444	276	24212	-41699	31708477	31070605	30535446	29258804	597104	98.11689473	0.9864	0.9843	DKD		tubule	25.08889127	0.52233362	4332	-9688
disease2B	disease2B_scan	11	PanCK	disease2B_scan | 011 | PanCK	DSP-1001250007868-B-C11	10457.44894	65	34348	-37264	5799120	5702348	5622986	5410791	107131	98.1526335	0.9874	0.9855	DKD		tubule	6.29082878	2.462429924	6864	-8543
disease2B	disease2B_scan	11	neg	disease2B_scan | 011 | neg	DSP-1001250007868-B-C12	46423.17544	150	34348	-37264	11433706	11223358	11081055	10615863	245415	97.85358308	0.9866	0.9849	DKD		tubule	14.89555745	1.231214962	6864	-8543
disease2B	disease2B_scan	12	Geometric Segment	disease2B_scan | 012 | Geometric Segment	DSP-1001250007868-B-D01	23068.73906	136	29793	-33629	4606350	4524956	4462185	4279907	82495	98.20910265	0.9875	0.9858	DKD	healthy	glomerulus	5.844907487	3.447401894	5727	-7648
disease2B	disease2B_scan	13	Geometric Segment	disease2B_scan | 013 | Geometric Segment	DSP-1001250007868-B-D02	23724.38802	132	32070	-33117	8415950	8289735	8179552	7845465	145998	98.26522258	0.9883	0.9865	DKD	healthy	glomerulus	9.679293701	1.915223274	6297	-7521
disease2B	disease2B_scan	14	Geometric Segment	disease2B_scan | 014 | Geometric Segment	DSP-1001250007868-B-D03	15825.42487	89	30988	-34783	4611878	4538825	4478114	4290588	79516	98.27584338	0.9878	0.9859	DKD	healthy	glomerulus	7.158952344	3.447401894	6025	-7942
disease2B	disease2B_scan	15	Geometric Segment	disease2B_scan | 015 | Geometric Segment	DSP-1001250007868-B-D04	23053.23115	125	34912	-24686	6391391	6282942	6187356	5934476	109509	98.28661711	0.9875	0.9856	DKD	healthy	glomerulus	8.838298188	2.462429924	7005	-5418
disease2B	disease2B_scan	16	Geometric Segment	disease2B_scan | 016 | Geometric Segment	DSP-1001250007868-B-D05	18840.195	115	21003	-39196	4247749	4176716	4112403	3942590	79253	98.13423533	0.9877	0.9858	DKD	healthy	glomerulus	6.861807837	3.447401894	3527	-9042
disease2B	disease2B_scan	17	Geometric Segment	disease2B_scan | 017 | Geometric Segment	DSP-1001250007868-B-D06	15928.86424	82	30112	-33077	5585940	5489432	5407906	5190537	95843	98.28421	0.9872	0.9851	DKD	healthy	glomerulus	6.549121106	2.872834911	5807	-7511
disease2B	disease2B_scan	18	Geometric Segment	disease2B_scan | 018 | Geometric Segment	DSP-1001250007868-B-D07	24019.9976	131	19849	-36768	8025381	7890454	7774739	6826081	142355	98.22619013	0.9879	0.986	DKD	abnormal	glomerulus	13.29495619	1.915223274	3242	-8442
disease2B	disease2B_scan	19	Geometric Segment	disease2B_scan | 019 | Geometric Segment	DSP-1001250007868-B-D08	30831.80814	155	19326	-37109	11601551	11410116	11252785	10780243	209303	98.19590501	0.9878	0.986	DKD	abnormal	glomerulus	16.19937203	1.325923805	3108	-8520
disease2B	disease2B_scan	20	Geometric Segment	disease2B_scan | 020 | Geometric Segment	DSP-1001250007868-B-D09	25241.12579	133	17904	-39033	8621755	8461645	8335235	7993548	150700	98.25209601	0.9866	0.9845	DKD	abnormal	glomerulus	12.52874753	1.915223274	2756	-9002
disease2B	disease2B_scan	21	Geometric Segment	disease2B_scan | 021 | Geometric Segment	DSP-1001250007868-B-D10	20817.85352	124	29216	-37708	4216463	4123658	4053903	3856490	94075	97.76886457	0.9854	0.9833	DKD	abnormal	glomerulus	7.597158241	2.872834911	5582	-8670
disease2B	disease2B_scan	22	Geometric Segment	disease2B_scan | 022 | Geometric Segment	DSP-1001250007868-B-D11	37763.20545	184	36933	-24479	6971428	6865618	6781968	6509359	113945	98.3655429	0.9879	0.9859	DKD	abnormal	glomerulus	10.13009582	2.462429924	7510	-5364
disease2B	disease2B_scan	23	Geometric Segment	disease2B_scan | 023 | Geometric Segment	DSP-1001250007868-B-D12	35559.96277	203	39657	-23312	7510721	7288311	7136837	6867361	168801	97.75253268	0.9825	0.9789	DKD	abnormal	glomerulus	12.23513893	1.723700947	8195	-5070
normal2B	normal2B_scan	7	PanCK	normal2B_scan | 007 | PanCK	DSP-1002510007866-C-D10	8313.839774	64	9000	-23846	4112337	4074642	4042098	3878985	373967	90.90621707	0.994	0.9931	normal		tubule	23.53744456	0.78350043	531	-5003
normal2B	normal2B_scan	7	neg	normal2B_scan | 007 | neg	DSP-1002510007866-C-D11	96174.63664	295	9000	-23846	12067729	11967564	11878715	11287028	997325	91.73560328	0.9944	0.9937	normal		tubule	48.38479657	0.331480951	531	-5003
normal2B	normal2B_scan	8	PanCK	normal2B_scan | 008 | PanCK	DSP-1002510007866-C-D12	6364.159453	49	10130	-18367	2649518	2628409	2603844	2527407	196032	92.6012203	0.9947	0.994	normal		tubule	20.16248874	1.325923805	815	-3601
normal2B	normal2B_scan	8	neg	normal2B_scan | 008 | neg	DSP-1002510007866-C-E01	60662.63648	177	10130	-18367	4974802	4930233	4887947	4635085	579196	88.35740598	0.9941	0.9932	normal		tubule	30.6588013	0.556032563	815	-3601
normal2B	normal2B_scan	9	PanCK	normal2B_scan | 009 | PanCK	DSP-1002510007866-C-E02	21252.87444	155	11759	-27673	5096580	5055751	5017480	4745257	476913	90.64248967	0.9945	0.9938	normal		tubule	20.38025904	0.638407758	1225	-5932
normal2B	normal2B_scan	9	neg	normal2B_scan | 009 | neg	DSP-1002510007866-C-E03	85405.91033	352	11759	-27673	10058268	9969884	9886202	9320423	1144062	88.62565603	0.9946	0.994	normal		tubule	47.78236739	0.292152703	1225	-5932
normal2B	normal2B_scan	10	PanCK	normal2B_scan | 010 | PanCK	DSP-1002510007866-C-E04	7349.791202	60	13453	-26746	2445448	2421256	2401425	2263643	208273	91.48323743	0.9938	0.993	normal		tubule	10.65390244	1.436417456	1648	-5675
normal2B	normal2B_scan	10	neg	normal2B_scan | 010 | neg	DSP-1002510007866-C-E05	66892.02099	200	13453	-26746	11064148	10970118	10876029	10245899	905961	91.81174185	0.9946	0.9939	normal		tubule	45.23641825	0.374717597	1648	-5675
normal2B	normal2B_scan	11	PanCK	normal2B_scan | 011 | PanCK	DSP-1002510007866-C-E06	11468.341	93	24847	-36034	2697322	2676981	2655691	2506133	229024	91.50920802	0.9949	0.9941	normal		tubule	12.25009664	1.325923805	4490	-8042
normal2B	normal2B_scan	11	neg	normal2B_scan | 011 | neg	DSP-1002510007866-C-E07	118494.6793	412	24847	-36034	15423796	15279172	15167722	14280732	1339530	91.315173	0.994	0.9933	normal		tubule	56.72596215	0.257268798	4490	-8042
